descripcion,horas
Data BBDD Arreglo Media Reparación de una consulta lenta mediante la creación de un índice compuesto,8
Data BBDD Arreglo Media Reparación de una consulta lenta eliminando subconsultas innecesarias,10
Data Desarrollo Baja Creación de un script SQL para insertar datos de prueba en la tabla usuarios,5
Data Desarrollo Baja Creación de un script SQL para insertar datos de prueba en la tabla productos,4
Data Investigación Alta Investigación sobre herramientas de migración de bases de datos como Flyway,12
Data Desarrollo Alta Configuración de Flyway para gestionar las versiones del esquema de BD,15
Data Desarrollo Alta Configuración de Liquidbase para gestionar las versiones del esquema de BD,16
Data Arreglo Baja Corrección de una restricción de integridad que impedía borrar registros,5
Data Arreglo Baja Corrección de un valor por defecto incorrecto en una columna de tipo fecha,4
Data Documentación Media Elaboración del diagrama Entidad-Relación actualizado del proyecto,10
Data Documentación Media Elaboración del diccionario de datos de la base de datos de producción,8
Data Refactorización Media Cambio de los nombres de las tablas para seguir una convención estándar,7
Data Refactorización Media Optimización de los tipos de datos para reducir el tamaño en disco,9
Data Investigación Media Estudio de los comandos de Docker para gestionar volúmenes de datos,7
Data Desarrollo Media Implementación de una copia de seguridad automática de la BD cada 24 horas,12
Data Desarrollo Media Implementación de una copia de seguridad automática de la BD cada semana,10
Data Arreglo Alta Recuperación de la base de datos tras un fallo en el volumen de Docker,15
Data Arreglo Alta Recuperación de la base de datos tras una migración de esquema fallida,14
Mobile Desarrollo Media Diseño de una pantalla de login con soporte para autocompletado,9
Mobile Desarrollo Media Diseño de una pantalla de registro con validación de campos en tiempo real,11
Mobile Arreglo Baja Corrección de un error visual donde el logo se cortaba en pantallas pequeñas,4
Mobile Arreglo Baja Corrección de un error visual donde los botones no estaban alineados,3
Mobile Investigación Media Estudio sobre el manejo de estados en Android usando LiveData,10
Mobile Desarrollo Alta Implementación de un flujo de navegación complejo usando Navigation Component,20
Mobile Desarrollo Alta Implementación de una barra de navegación inferior con 4 destinos,18
Mobile Arreglo Media Solución de un crash al intentar abrir la galería de imágenes sin permisos,9
Mobile Arreglo Media Solución de un crash al intentar acceder a la ubicación del usuario,10
Mobile Desarrollo Baja Inclusión de un componente de búsqueda en la barra superior de la app,6
Mobile Desarrollo Baja Inclusión de un botón flotante para añadir nuevos elementos a la lista,7
Mobile Investigación Alta Investigación sobre la integración de Firebase Cloud Messaging para notificaciones,14
Mobile Desarrollo Alta Configuración de notificaciones push para avisar de nuevos mensajes,18
Mobile Desarrollo Alta Configuración de notificaciones push para avisar de ofertas especiales,16
Mobile Arreglo Baja Corrección de un error donde el teclado tapaba el campo de contraseña,5
Mobile Arreglo Baja Corrección de un error donde el foco no pasaba automáticamente al siguiente campo,4
Mobile Documentación Media Redacción del manual de usuario de la aplicación móvil para Android,12
Mobile Documentación Media Redacción de la guía de instalación de la app para betatesters,8
Mobile Refactorización Media Mejora del rendimiento del RecyclerView mediante el uso de DiffUtil,10
Mobile Refactorización Media Organización de los recursos de imagen en diferentes carpetas de densidad,7
Mobile Investigación Media Búsqueda de librerías para la visualización de gráficos estadísticos,6
Mobile Desarrollo Media Creación de un gráfico de barras para mostrar el progreso del usuario,12
Mobile Desarrollo Media Creación de un gráfico de tarta para mostrar el gasto por categorías,11
Mobile Arreglo Media Reparación de un fallo que impedía la rotación de pantalla en la galería,7
Mobile Arreglo Media Reparación de un fallo que impedía la reproducción de vídeos en la app,9
Web Desarrollo Media Implementación de una barra de cookies que cumpla con la normativa europea,7
Web Desarrollo Media Implementación de un aviso legal emergente en el primer acceso a la web,6
Web Arreglo Baja Corrección del color de los enlaces visitados para mejorar el contraste,3
Web Arreglo Baja Corrección del tamaño de la fuente en el aviso legal para facilitar la lectura,2
Web Investigación Media Estudio sobre cómo implementar carga perezosa (Lazy Loading) de imágenes,5
Web Desarrollo Alta Creación de una página de perfil de usuario con edición de datos personales,14
Web Desarrollo Alta Creación de una página de configuración de cuenta con cambio de contraseña,12
Web Documentación Baja Registro de los colores y tipografías corporativas en la memoria,4
Web Refactorización Media Unificación de los archivos CSS de diferentes páginas en uno solo,8
Web Desarrollo Baja Inclusión de un selector de idioma en la cabecera del sitio web,5
Web Desarrollo Baja Inclusión de un selector de moneda (EUR/USD) en la tienda online,6
Web Arreglo Media Solución de un error de carga en los iconos de FontAwesome,4
Web Arreglo Media Solución de un error de visualización en navegadores antiguos (Safari 12),7
Web Investigación Baja Búsqueda de plantillas de correo HTML compatibles con Gmail y Outlook,6
Web Desarrollo Media Diseño de una plantilla de correo para la confirmación de registro,9
Web Desarrollo Media Diseño de una plantilla de correo para el boletín de noticias,10
Web Arreglo Baja Ajuste de la posición del botón de "subir arriba" en la versión móvil,4
Web Arreglo Baja Ajuste del tamaño del logo en la cabecera para que no ocupe demasiado,3
Web Desarrollo Alta Implementación de un buscador de productos con autocompletado en el frontend,18
Web Desarrollo Alta Implementación de un sistema de filtrado por etiquetas en el blog,15
Web Documentación Media Redacción de la guía de usuario para el manejo del panel de control web,10
Web Refactorización Baja Cambio de etiquetas div por etiquetas semánticas (article section),6
Web Investigación Media Comparativa de rendimiento entre animaciones CSS y animaciones JS,7
Web Desarrollo Media Implementación de un sistema de "esquela" (Skeleton) durante la carga inicial,11
Web Arreglo Media Reparación de un error que impedía cerrar los modales con la tecla Escape,5
Backend Desarrollo Media Creación de un endpoint para obtener el historial de pedidos de un usuario,11
Backend Desarrollo Media Creación de un endpoint para obtener el resumen de ventas del mes,12
Backend Arreglo Baja Corrección de un error en el mensaje de error cuando el login falla,3
Backend Arreglo Baja Corrección de un error en el mensaje de éxito al guardar un producto,2
Backend Investigación Media Estudio de la documentación de Stripe para pagos con tarjeta,9
Backend Desarrollo Alta Implementación de un webhook para recibir confirmaciones de pago,16
Backend Desarrollo Alta Implementación de un sistema de devoluciones automáticas en la API,20
Backend Arreglo Media Solución de un fallo que permitía saltarse la validación de edad,8
Backend Arreglo Media Solución de un fallo que permitía inyectar código en el campo nombre,10
Backend Desarrollo Baja Creación de un script para generar contraseñas temporales seguras,5
Backend Desarrollo Baja Creación de un script para generar códigos de descuento aleatorios,4
Backend Investigación Alta Investigación sobre la arquitectura de microservicios con Spring Cloud,15
Backend Desarrollo Alta Separación del servicio de notificaciones en un microservicio independiente,22
Backend Desarrollo Alta Separación del servicio de facturación en un microservicio independiente,24
Backend Arreglo Baja Corrección de un error de formato en el envío de la fecha de nacimiento,4
Backend Arreglo Baja Corrección de un error en el redondeo de los precios con tres decimales,3
Backend Documentación Media Mapeo de todas las excepciones del backend en una tabla para la memoria,10
Backend Documentación Media Redacción del manual técnico sobre el despliegue del JAR en el servidor,8
Backend Refactorización Media Implementación del patrón DTO para la transferencia de datos,12
Backend Refactorización Media Centralización de los mensajes del sistema en un archivo de propiedades,10
Backend Investigación Baja Búsqueda de librerías para la generación de códigos QR desde el backend,6
Backend Desarrollo Media Creación de un endpoint que genere un QR con la información del pedido,12
Backend Desarrollo Media Creación de un endpoint que genere un QR para el acceso a un evento,10
Backend Arreglo Media Reparación de un fallo en la conexión con el servidor SMTP externo,9
Backend Arreglo Media Reparación de un fallo de memoria al procesar imágenes muy pesadas,11
Data Desarrollo Media Creación de un volumen de Docker para guardar los logs de la base de datos,6
Data Desarrollo Media Creación de un volumen de Docker para guardar las imágenes subidas,7
Data Arreglo Baja Solución de un conflicto de puertos al levantar dos contenedores iguales,4
Data Arreglo Baja Solución de un problema de permisos en la carpeta de datos de MySQL,5
Data Investigación Media Estudio sobre la seguridad en Docker (manejo de secretos y passwords),10
